Date,Open,High,Low,Close,%Change,Volume,# of Trades,Turnover (1000)
2002-01-31,21.8,22.5,21.8,22.3,2.76,954183.0,885.0,42372.37
2001-12-31,18.95,19.15,18.95,19.0,-1.04,254790.0,330.0,9716.58
2001-11-30,18.65,18.9,18.5,18.5,-1.33,316884.0,396.0,11781.46
2001-10-31,18.75,18.85,18.35,18.65,0.0,726718.0,924.0,27077.8
2001-09-30,15.45,15.6,15.1,15.4,0.98,706436.0,540.0,21611.43
2001-08-31,17.35,17.8,17.3,17.8,2.01,379057.0,421.0,13352.17
2001-07-31,16.9,17.0,16.8,16.85,-0.88,618849.0,449.0,20927.57
2001-06-30,17.9,18.2,17.75,17.75,-0.56,221380.0,442.0,7966.78
2001-05-31,19.05,19.8,19.05,19.8,2.85,690063.0,769.0,26976.84
2001-04-30,19.8,19.8,18.5,18.6,-6.29,934876.0,1063.0,35674.91
2001-03-31,18.35,18.45,18.25,18.3,-0.27,305789.0,308.0,11220.25
2001-02-28,17.5,17.95,17.35,17.85,0.28,556324.0,752.0,19630.81
2001-01-31,21.9,22.0,21.7,21.8,-0.45,406984.0,491.0,17774.62
2000-12-31,22.0,23.0,22.0,22.5,1.8,1935341.0,1606.0,87705.38
2000-11-30,20.1,20.3,19.85,19.85,-0.25,748483.0,774.0,30049.18
2000-10-31,17.8,18.25,17.75,18.15,0.0,416086.0,540.0,7951.42
2000-09-30,17.9,18.15,17.85,18.0,2.3,1052526.0,937.0,24106.54
2000-08-31,20.5,20.6,20.3,20.3,1.5,374150.0,538.0,8982.75
2000-07-31,20.9,20.9,20.5,20.8,-1.4,939699.0,773.0,22680.64
2000-06-30,21.3,21.3,20.6,20.7,-0.9,829135.0,789.0,23656.16
2000-05-31,20.8,21.0,20.7,20.8,2.4,457090.0,517.0,7043.28
2000-04-30,22.4,22.5,22.0,22.4,1.4,212760.0,472.0,6169.72
2000-03-31,23.3,23.3,23.0,23.3,-3.8,409289.0,739.0,7074.29
2000-02-29,22.6,22.6,22.2,22.4,3.7,597271.0,1187.0,15822.25
2000-01-31,25.1,25.2,25.0,25.1,-2.3,619497.0,1116.0,18747.15
1999-12-31,25.3,26.1,25.2,26.1,-1.9,1383433.0,2346.0,41596.78
1999-11-30,22.2,22.3,21.9,21.9,-0.5,2260083.0,5738.0,56934.88
