timestamp,open (PLN),high (PLN),low (PLN),close (PLN),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2017-11-12,23349.22522309,24306.44122840,20483.83610410,22089.86425025,6443.65416246,6707.81577117,5652.89659568,6094.84852463,4263.99900222,25988428.02771383
2017-11-11,24520.46848423,24841.50693444,22918.25804318,23299.09173796,6767.03558566,6855.63416273,6324.72073164,6429.81889225,2555.83053942,16433527.48775184
2017-11-10,26304.07350391,26614.15996116,23413.06049271,24470.14134807,7238.99842746,7329.50344556,6462.69749716,6753.14655570,3969.30527884,26805300.27232050
2017-11-09,26771.05498851,26797.92699623,26184.87331112,26269.68113781,7326.20581763,7334.13567948,7195.69173113,7229.53349481,1710.42821225,12365598.05092558
2017-11-08,26305.75738872,27847.47055828,26168.83588720,26768.83345671,7193.55658250,7621.97862594,7148.31076136,7325.59787001,3216.38553885,23561947.05254358
2017-11-07,25971.71470516,26851.85765265,25971.71470516,26315.88476352,7113.88161802,7320.36831382,7101.83832945,7196.32600832,1781.06729557,12817140.90167693
2017-11-06,27063.73160273,27372.65997499,25328.32852962,25984.59722117,7408.95823844,7481.94952812,6938.07056032,7117.41025273,2394.84675716,17045106.86312139
2017-11-05,26804.89286778,27508.15020792,26495.30829261,27082.83045030,7330.95199316,7530.80561438,7246.38185420,7414.18673265,1580.10029935,11715158.67569314
2017-11-04,26425.76233098,26866.47241164,25889.63833495,26820.08045197,7227.95430341,7347.79357063,7081.31407802,7335.10569193,1706.37058175,12516408.56673711
2017-11-03,25808.98074017,26877.81177383,25534.32414343,26493.42409560,7103.01840395,7386.95683001,7025.76976476,7246.46109752,2525.02490954,18297494.77725957
2017-11-02,24013.96626637,26909.60768786,24013.96626637,25803.64491234,6595.47139982,7399.30506778,6595.47139982,7101.54990414,4045.93649574,28732419.93348264
2017-11-01,23247.84375084,24085.52995823,23087.80641547,24012.12700949,6390.97531228,6618.32670708,6334.01638262,6594.96624519,1495.80664130,9864794.30870699
2017-10-31,22217.90481741,23235.57482619,22131.38585276,23235.57482619,6088.51508363,6387.60250940,6061.15298332,6387.60250940,1765.24869773,11275707.01132662
2017-10-30,22060.02653309,22218.64528155,21881.42260668,22214.51123747,6030.54264788,6091.46527107,5979.86398243,6087.58511913,1612.55279999,9816552.42903018
2017-10-29,21076.03459709,22147.54728416,21028.43441354,22134.07765230,5759.89576592,6055.21305888,5747.17605256,6050.78597950,1958.75627138,11852014.98411711
2017-10-28,21182.10932597,21277.45160269,20959.28443968,21073.49478607,5788.88506080,5814.94127045,5727.98896988,5759.20165780,1072.85474174,6178786.80721282
2017-10-27,21218.10645360,21447.73625213,20978.50608778,21176.48606814,5804.91301801,5872.78132989,5730.34487982,5787.34827366,1697.60905066,9824654.80868351
2017-10-26,20530.24568890,21488.30589184,20497.23006826,21214.93921695,5717.37769300,5952.39021933,5711.03403324,5804.04651593,1788.87179443,10382695.10591522
2017-10-25,20065.33114031,20536.01458312,19785.76322554,20536.01458312,5558.87941609,5718.98424694,5477.97343077,5718.98424694,2349.13192610,13434648.47934754
2017-10-24,21384.43787273,21413.73896501,19900.25822920,20069.87180110,5945.64778061,5955.95890049,5515.29608142,5560.13735625,2491.01870016,13850406.12986508
2017-10-23,21505.96137460,21624.70356887,20756.47080721,21368.82097439,5977.07423403,6001.03776193,5771.90716862,5941.30571759,2746.32713402,16316769.10372127
2017-10-22,21632.35975156,21783.23822469,20755.47463277,21522.84495756,6019.85800795,6060.41098521,5775.03467801,5981.76662731,2072.60939707,12397865.72284284
2017-10-21,20971.34289688,21930.48727498,20924.74375497,21629.11220279,5833.96191529,6100.78373021,5820.99862436,6018.95427934,2142.11141992,12893270.69774108
2017-10-20,20271.08314573,21350.62753258,20127.51398098,20971.61914867,5673.32759008,5934.18323513,5599.24014997,5834.03876503,2783.08723498,16236638.81534382
2017-10-19,20031.42216602,20357.25103065,19917.54934999,20271.10489725,5581.03479082,5693.49506721,5551.84633994,5673.33367774,1591.32352770,9028109.36187978
2017-10-18,20104.45998311,20104.48021068,18336.53120306,20011.21594616,5583.46017838,5589.28402650,5103.00650188,5575.40505494,2201.84876427,12276198.73052216
2017-10-17,20427.19990898,20438.86605925,20034.81864276,20104.34916106,5688.52251047,5693.31327800,5569.14322638,5583.42940061,1140.70778587,6369061.38912703
2017-10-16,20232.53706866,20588.49183047,19967.66710932,20427.69767432,5616.32696322,5733.90978261,5545.66840453,5688.66112709,1300.64547064,7398931.32895260
2017-10-15,20515.94888763,20673.90154838,19532.53033369,20213.01985957,5709.42126084,5754.27015928,5432.05988944,5610.90920334,2118.07403564,11884321.09992484
2017-10-14,20158.79887871,20511.69810969,19940.68674457,20511.69810969,5610.34158850,5708.23830400,5549.63938176,5708.23830400,1923.90316238,10982097.72468990
2017-10-13,19151.31055118,20425.83511121,18828.25137414,20154.28417176,5307.77016882,5688.93456564,5225.72521627,5609.08511244,3096.86541177,17370581.67638707
2017-10-12,17429.79536203,19111.62702264,17401.94842072,19045.32323337,4842.12362590,5296.77191111,4835.40308595,5278.39586975,3116.52883071,16450272.90797432
2017-10-11,17217.86703036,17555.39655525,17152.77213623,17432.69054818,4736.32225240,4876.09134771,4721.02225574,4842.92792963,1095.93392700,5307529.02409197
2017-10-10,17261.34845509,17762.44442812,17124.33873843,17212.84251310,4713.18919685,4887.53998182,4704.25688246,4734.94009904,1939.07785790,9181417.50452307
2017-10-09,16564.04019381,17483.46536179,16440.32422414,17251.80350060,4509.01561214,4776.07446844,4475.44217041,4710.58295919,2491.74848394,11737587.94704295
2017-10-08,16011.87133833,16575.91374830,15993.22297613,16561.74780568,4357.32749295,4512.24779717,4355.39357474,4508.39158481,1502.06565810,6771900.17280908
2017-10-07,15936.89929186,16078.09947309,15816.65454281,16021.11007737,4338.21208344,4375.35022535,4305.48004356,4359.84164078,994.94184766,4337788.89758145
2017-10-06,15861.90279156,16124.82362614,15810.10668221,15899.30940482,4317.75248787,4384.18782913,4295.78805910,4327.97967253,1213.72685858,5252985.17194378
2017-10-05,15434.41919674,15923.49001904,15207.33014763,15886.51444004,4221.74563832,4332.50629777,4161.42751193,4324.45199977,1578.79527548,6827424.38627189
2017-10-04,15680.25033281,15904.90073943,15361.42364122,15438.08607510,4266.06150126,4341.70215238,4203.25438584,4222.74863218,1060.88037640,4479831.15835205
2017-10-03,15955.68756164,16013.74944157,15513.93816418,15664.53012736,4347.06577168,4349.19190281,4230.75289217,4261.78456934,1654.98350458,7053183.16232622
2017-10-02,15784.45902968,16287.76630739,15784.45902968,15955.30356200,4320.13001332,4431.19249139,4320.13001332,4346.96115245,1693.95443323,7363554.11526708
2017-10-01,15608.64439377,15777.94196033,15349.12247587,15777.38899208,4274.87107687,4320.24057414,4204.95102414,4318.19497826,793.50952638,3426528.85201785
2017-09-30,15112.99973655,15646.08927594,15107.98963868,15632.44528918,4139.12469454,4285.12642254,4137.75253678,4281.38962882,891.78309206,3818070.88150273
2017-09-29,15068.16076111,15200.55056015,14724.60819634,15113.03428039,4113.27512382,4178.74341256,4016.09431495,4139.13415535,1123.85528955,4651787.81464699
2017-09-28,15061.79439363,15375.21970146,14828.82851772,15068.39550451,4090.82238376,4193.84546668,4051.97389598,4113.33920359,1896.54968975,7801152.19040432
2017-09-27,14252.47168359,15311.30212833,14247.33935430,15062.92343258,3919.76024677,4160.66456747,3917.06353819,4091.12903366,1838.21115990,7520359.04626400
2017-09-26,14263.82612565,14459.52857644,14040.77783962,14253.52869211,3955.20836240,3975.72823915,3888.92737460,3920.05094863,1217.85780811,4774064.65597427
2017-09-25,13390.98631430,14313.49499719,13390.98631430,14232.75613179,3735.03413561,3970.40107331,3735.03413561,3946.59298119,1245.99035527,4917416.79074139
2017-09-24,13692.01054083,13806.08326650,13336.69697828,13411.23120164,3831.97816928,3863.90366285,3731.08016085,3740.68087018,842.37406555,3151052.55253867
2017-09-23,13129.30500816,13849.77967426,12979.51222709,13691.72199145,3674.49396997,3876.13296111,3632.57151707,3831.89741307,1032.42015365,3956128.11596938
2017-09-22,13302.38854824,13674.43570327,12918.24045679,13170.18959027,3713.52080405,3832.65334070,3617.61554705,3685.93632357,1751.02457458,6454165.08291382
2017-09-21,14124.39252478,14263.47248092,13176.23340242,13238.95769185,3920.23539765,3962.24078251,3676.37363594,3695.81332213,1775.41700327,6561609.81301367
2017-09-20,14213.03150366,14495.07219387,14029.86946642,14148.33767626,3984.00892039,4069.78291684,3926.88139182,3926.88139182,1175.57250448,4616333.79258133
2017-09-19,14973.27182421,15037.18934206,14047.61335000,14319.77484925,4171.05669147,4187.93219575,3935.84280571,4013.92980257,1812.83594600,7276596.23081348
2017-09-18,13875.36958875,15307.76742167,13875.36958875,14910.70411996,3874.64241529,4268.95714933,3874.64241529,4153.62740517,2030.19378281,8432668.53408690
2017-09-17,13985.50899507,14079.92981772,13371.19654488,13877.36173105,3909.46063289,3932.77650873,3737.73786319,3875.19871319,1490.28737928,5775159.73447281
2017-09-16,13817.40338527,14416.90158863,13570.48983308,13978.43024005,3862.58342603,4030.05062089,3793.44761711,3907.48186229,1721.57173207,6727010.31768988
2017-09-15,12374.48413300,14505.12644006,11198.18964386,13837.02010050,3446.59549431,4054.15058112,3128.11700039,3868.06717699,5717.36030942,22115133.75191371
2017-09-14,14607.36583852,14676.57672537,12238.04150422,12327.78765328,4053.77643333,4074.67068825,3408.56346561,3433.58938635,3506.51516081,12039933.23923134
2017-09-13,15720.75846370,15743.06829948,14086.08063499,14609.99517858,4419.35721799,4427.16215145,3918.15716794,4054.50611703,3456.92392546,14016119.20188151
2017-09-12,15822.80394640,16171.22743403,15564.90488776,15749.44746878,4458.44656769,4537.11583847,4370.35354390,4427.42215722,1503.35788698,6656000.01905075
2017-09-11,16021.47480673,16200.36739089,15708.39929438,15818.16400356,4537.96079833,4589.72926619,4422.97005375,4457.13915484,1233.91248790,5499719.66346057
2017-09-10,16241.58420776,16281.89599965,15740.03969534,16037.02519361,4605.38590667,4617.86406105,4464.18301838,4542.36532706,743.72048317,3378250.13577354
2017-09-09,16014.56386274,16357.13858150,15777.03914133,16249.45644876,4544.05136201,4641.25520289,4476.65492568,4607.61812166,931.18285721,4290535.00746269
2017-09-08,16754.41379805,16791.51285795,15583.23737634,15969.71761065,4741.88680151,4766.67852310,4421.65461974,4531.32646519,2030.85131660,9202450.31777391
2017-09-07,16801.61869105,16937.13749519,16607.86126478,16729.61299466,4716.11146103,4781.91945046,4679.65427773,4734.86760027,1288.61347357,6101414.18527169
2017-09-06,16438.58115347,17051.43564248,16397.42403780,16828.48218061,4628.89506382,4794.18662928,4617.04069228,4723.65187801,1450.66044889,6852414.95375895
2017-09-05,16135.84690325,16651.68191998,15797.02209338,16437.01985604,4525.72344057,4686.32432843,4432.02325438,4628.45542235,1942.35154773,8990087.55320775
2017-09-04,16822.12468132,16861.94741063,15270.48177743,16130.58263313,4694.98316531,4710.39379781,4286.58338291,4524.24693730,2649.36740930,11986392.38731752
2017-09-03,16777.50439358,17007.76234802,16484.69338719,16822.08991638,4680.89681065,4743.80430865,4597.92019725,4694.97346257,834.39256782,3917450.96327820
2017-09-02,17832.54261879,18016.40476735,16489.80348836,16779.94728135,4975.18693177,5026.48351792,4600.56967627,4681.57837242,1516.04821782,7097498.54809562
2017-09-01,16924.21041509,17814.66145788,16814.32210225,17814.66145788,4748.19515701,4970.19818059,4710.03267666,4970.19818059,1417.17966562,7043663.79562889
2017-08-31,16223.82588512,17010.58277342,16215.89289123,16931.70770874,4535.93683314,4770.63665020,4532.75104808,4750.29857055,1494.93516216,7101388.36386986
